policy,user_id,event_id,rank,action,reward,university_match,category_match
Chronological baseline,user_768,event_23066,3,join,1.0,0.0,0.0
Chronological baseline,user_768,event_23053,4,pass,-0.1,0.0,0.0
Chronological baseline,user_769,event_23090,0,pass,-0.1,0.0,0.0
Chronological baseline,user_769,event_23082,1,join,1.0,0.0,0.0
Chronological baseline,user_769,event_23079,2,pass,-0.1,0.0,0.0
Chronological baseline,user_769,event_23070,3,join,1.0,1.0,0.0
Chronological baseline,user_769,event_23077,4,pass,-0.1,0.0,0.0
Chronological baseline,user_770,event_23126,0,pass,-0.1,1.0,0.0
Chronological baseline,user_770,event_23107,1,pass,-0.1,1.0,0.0
Chronological baseline,user_770,event_23104,2,join,1.0,1.0,0.0
Chronological baseline,user_770,event_23127,3,join,1.0,1.0,0.0
Chronological baseline,user_770,event_23103,4,join,1.0,0.0,0.0
Chronological baseline,user_771,event_23158,0,pass,-0.1,1.0,0.0
Chronological baseline,user_771,event_23143,1,pass,-0.1,0.0,0.0
Chronological baseline,user_771,event_23139,2,join,1.0,0.0,0.0
Chronological baseline,user_771,event_23141,3,join,1.0,1.0,1.0
Chronological baseline,user_771,event_23138,4,join,1.0,0.0,0.0
Chronological baseline,user_772,event_23169,0,join,1.0,0.0,0.0
Chronological baseline,user_772,event_23181,1,request,0.7,0.0,1.0
Chronological baseline,user_772,event_23168,2,join,1.0,0.0,0.0
Chronological baseline,user_772,event_23174,3,join,1.0,1.0,0.0
Chronological baseline,user_772,event_23180,4,join,1.0,0.0,1.0
Chronological baseline,user_773,event_23207,0,pass,-0.1,0.0,0.0
Chronological baseline,user_773,event_23202,1,join,1.0,1.0,0.0
Chronological baseline,user_773,event_23210,2,join,1.0,0.0,0.0
Chronological baseline,user_773,event_23196,3,pass,-0.1,0.0,0.0
Chronological baseline,user_773,event_23215,4,pass,-0.1,0.0,0.0
Chronological baseline,user_774,event_23249,0,join,1.0,0.0,0.0
Chronological baseline,user_774,event_23222,1,join,1.0,0.0,0.0
Chronological baseline,user_774,event_23242,2,join,1.0,0.0,1.0
Chronological baseline,user_774,event_23220,3,join,1.0,1.0,0.0
Chronological baseline,user_774,event_23245,4,request,0.7,0.0,0.0
Chronological baseline,user_775,event_23267,0,join,1.0,0.0,0.0
Chronological baseline,user_775,event_23273,1,request,0.7,0.0,0.0
Chronological baseline,user_775,event_23254,2,join,1.0,1.0,1.0
Chronological baseline,user_775,event_23258,3,join,1.0,0.0,0.0
Chronological baseline,user_775,event_23277,4,pass,-0.1,0.0,0.0
Chronological baseline,user_776,event_23306,0,pass,-0.1,1.0,0.0
Chronological baseline,user_776,event_23301,1,pass,-0.1,0.0,0.0
Chronological baseline,user_776,event_23295,2,request,0.7,1.0,0.0
Chronological baseline,user_776,event_23291,3,pass,-0.1,0.0,0.0
Chronological baseline,user_776,event_23304,4,pass,-0.1,0.0,0.0
Chronological baseline,user_777,event_23321,0,join,1.0,0.0,0.0
Chronological baseline,user_777,event_23332,1,join,1.0,0.0,0.0
Chronological baseline,user_777,event_23313,2,join,1.0,0.0,0.0
Chronological baseline,user_777,event_23315,3,join,1.0,0.0,0.0
Chronological baseline,user_777,event_23333,4,pass,-0.1,0.0,0.0
Chronological baseline,user_778,event_23349,0,pass,-0.1,0.0,0.0
Chronological baseline,user_778,event_23346,1,join,1.0,0.0,0.0
Chronological baseline,user_778,event_23358,2,pass,-0.1,0.0,0.0
Chronological baseline,user_778,event_23369,3,pass,-0.1,0.0,0.0
Chronological baseline,user_778,event_23342,4,pass,-0.1,0.0,1.0
Chronological baseline,user_779,event_23392,0,join,1.0,0.0,1.0
Chronological baseline,user_779,event_23388,1,join,1.0,0.0,1.0
Chronological baseline,user_779,event_23398,2,join,1.0,1.0,0.0
Chronological baseline,user_779,event_23370,3,join,1.0,1.0,1.0
Chronological baseline,user_779,event_23380,4,request,0.7,0.0,0.0
Chronological baseline,user_780,event_23409,0,pass,-0.1,0.0,0.0
Chronological baseline,user_780,event_23425,1,pass,-0.1,1.0,1.0
Chronological baseline,user_780,event_23427,2,join,1.0,0.0,0.0
Chronological baseline,user_780,event_23407,3,pass,-0.1,0.0,1.0
Chronological baseline,user_780,event_23423,4,pass,-0.1,0.0,0.0
Chronological baseline,user_781,event_23458,0,pass,-0.1,0.0,0.0
Chronological baseline,user_781,event_23435,1,pass,-0.1,0.0,0.0
Chronological baseline,user_781,event_23451,2,join,1.0,0.0,0.0
Chronological baseline,user_781,event_23452,3,join,1.0,0.0,0.0
Chronological baseline,user_781,event_23443,4,pass,-0.1,0.0,0.0
Chronological baseline,user_782,event_23467,0,request,0.7,0.0,0.0
Chronological baseline,user_782,event_23469,1,join,1.0,0.0,0.0
Chronological baseline,user_782,event_23475,2,join,1.0,1.0,1.0
Chronological baseline,user_782,event_23487,3,join,1.0,1.0,0.0
Chronological baseline,user_782,event_23460,4,join,1.0,0.0,1.0
Chronological baseline,user_783,event_23505,0,join,1.0,0.0,1.0
Chronological baseline,user_783,event_23490,1,join,1.0,1.0,0.0
Chronological baseline,user_783,event_23491,2,request,0.7,0.0,0.0
Chronological baseline,user_783,event_23496,3,join,1.0,0.0,0.0
Chronological baseline,user_783,event_23510,4,pass,-0.1,0.0,0.0
Chronological baseline,user_784,event_23525,0,join,1.0,0.0,0.0
Chronological baseline,user_784,event_23535,1,join,1.0,1.0,0.0
Chronological baseline,user_784,event_23541,2,pass,-0.1,0.0,0.0
Chronological baseline,user_784,event_23536,3,pass,-0.1,0.0,0.0
Chronological baseline,user_784,event_23546,4,request,0.7,1.0,0.0
Chronological baseline,user_785,event_23574,0,pass,-0.1,0.0,0.0
Chronological baseline,user_785,event_23550,1,join,1.0,0.0,1.0
Chronological baseline,user_785,event_23575,2,pass,-0.1,0.0,1.0
Chronological baseline,user_785,event_23553,3,pass,-0.1,0.0,0.0
Chronological baseline,user_785,event_23567,4,request,0.7,0.0,0.0
Chronological baseline,user_786,event_23602,0,request,0.7,0.0,0.0
Chronological baseline,user_786,event_23604,1,join,1.0,1.0,0.0
Chronological baseline,user_786,event_23582,2,pass,-0.1,0.0,0.0
Chronological baseline,user_786,event_23608,3,pass,-0.1,0.0,0.0
Chronological baseline,user_786,event_23606,4,join,1.0,0.0,0.0
Chronological baseline,user_787,event_23614,0,pass,-0.1,0.0,0.0
Chronological baseline,user_787,event_23627,1,join,1.0,0.0,0.0
Chronological baseline,user_787,event_23615,2,join,1.0,1.0,0.0
Chronological baseline,user_787,event_23636,3,request,0.7,0.0,0.0
Chronological baseline,user_787,event_23620,4,join,1.0,0.0,0.0
Chronological baseline,user_788,event_23644,0,request,0.7,1.0,0.0
Chronological baseline,user_788,event_23661,1,pass,-0.1,0.0,0.0
Chronological baseline,user_788,event_23669,2,pass,-0.1,0.0,0.0
Chronological baseline,user_788,event_23642,3,join,1.0,1.0,0.0
Chronological baseline,user_788,event_23645,4,pass,-0.1,0.0,0.0
Chronological baseline,user_789,event_23694,0,pass,-0.1,0.0,0.0
Chronological baseline,user_789,event_23684,1,join,1.0,1.0,0.0
Chronological baseline,user_789,event_23687,2,join,1.0,1.0,0.0
Chronological baseline,user_789,event_23699,3,pass,-0.1,1.0,0.0
Chronological baseline,user_789,event_23688,4,pass,-0.1,0.0,0.0
Chronological baseline,user_790,event_23729,0,pass,-0.1,0.0,0.0
Chronological baseline,user_790,event_23724,1,pass,-0.1,1.0,0.0
Chronological baseline,user_790,event_23728,2,pass,-0.1,1.0,0.0
Chronological baseline,user_790,event_23715,3,join,1.0,0.0,0.0
Chronological baseline,user_790,event_23719,4,pass,-0.1,0.0,0.0
Chronological baseline,user_791,event_23742,0,pass,-0.1,0.0,0.0
Chronological baseline,user_791,event_23737,1,join,1.0,0.0,1.0
Chronological baseline,user_791,event_23753,2,join,1.0,1.0,0.0
Chronological baseline,user_791,event_23740,3,request,0.7,0.0,1.0
Chronological baseline,user_791,event_23730,4,join,1.0,0.0,0.0
Chronological baseline,user_792,event_23778,0,pass,-0.1,0.0,1.0
Chronological baseline,user_792,event_23773,1,pass,-0.1,0.0,0.0
Chronological baseline,user_792,event_23765,2,pass,-0.1,1.0,0.0
Chronological baseline,user_792,event_23771,3,pass,-0.1,0.0,0.0
Chronological baseline,user_792,event_23769,4,request,0.7,0.0,0.0
Chronological baseline,user_793,event_23818,0,join,1.0,1.0,0.0
Chronological baseline,user_793,event_23790,1,pass,-0.1,0.0,0.0
Chronological baseline,user_793,event_23812,2,pass,-0.1,0.0,0.0
Chronological baseline,user_793,event_23798,3,pass,-0.1,0.0,0.0
Chronological baseline,user_793,event_23808,4,join,1.0,0.0,0.0
Chronological baseline,user_794,event_23823,0,pass,-0.1,0.0,0.0
Chronological baseline,user_794,event_23821,1,request,0.7,0.0,0.0
Chronological baseline,user_794,event_23839,2,pass,-0.1,0.0,0.0
Chronological baseline,user_794,event_23825,3,pass,-0.1,0.0,0.0
Chronological baseline,user_794,event_23831,4,join,1.0,1.0,0.0
Chronological baseline,user_795,event_23865,0,join,1.0,0.0,1.0
Chronological baseline,user_795,event_23871,1,join,1.0,0.0,1.0
Chronological baseline,user_795,event_23872,2,pass,-0.1,0.0,0.0
Chronological baseline,user_795,event_23860,3,pass,-0.1,0.0,0.0
Chronological baseline,user_795,event_23861,4,pass,-0.1,0.0,0.0
Chronological baseline,user_796,event_23885,0,join,1.0,1.0,0.0
Chronological baseline,user_796,event_23900,1,join,1.0,1.0,0.0
Chronological baseline,user_796,event_23893,2,pass,-0.1,0.0,1.0
Chronological baseline,user_796,event_23891,3,join,1.0,0.0,0.0
Chronological baseline,user_796,event_23888,4,join,1.0,1.0,0.0
Chronological baseline,user_797,event_23936,0,pass,-0.1,0.0,0.0
Chronological baseline,user_797,event_23924,1,pass,-0.1,0.0,0.0
Chronological baseline,user_797,event_23939,2,join,1.0,0.0,0.0
Chronological baseline,user_797,event_23920,3,pass,-0.1,0.0,0.0
Chronological baseline,user_797,event_23911,4,pass,-0.1,0.0,0.0
Chronological baseline,user_798,event_23967,0,pass,-0.1,0.0,0.0
Chronological baseline,user_798,event_23969,1,request,0.7,0.0,0.0
Chronological baseline,user_798,event_23951,2,request,0.7,0.0,0.0
Chronological baseline,user_798,event_23968,3,pass,-0.1,1.0,0.0
Chronological baseline,user_798,event_23958,4,join,1.0,1.0,0.0
Chronological baseline,user_799,event_23971,0,join,1.0,1.0,0.0
Chronological baseline,user_799,event_23989,1,pass,-0.1,0.0,0.0
Chronological baseline,user_799,event_23977,2,pass,-0.1,1.0,0.0
Chronological baseline,user_799,event_23982,3,join,1.0,0.0,0.0
Chronological baseline,user_799,event_23976,4,pass,-0.1,0.0,0.0
Chronological baseline,user_800,event_24015,0,pass,-0.1,0.0,0.0
Chronological baseline,user_800,event_24008,1,join,1.0,1.0,0.0
Chronological baseline,user_800,event_24017,2,pass,-0.1,1.0,0.0
Chronological baseline,user_800,event_24025,3,request,0.7,0.0,0.0
Chronological baseline,user_800,event_24010,4,request,0.7,1.0,1.0
Chronological baseline,user_801,event_24059,0,pass,-0.1,0.0,0.0
Chronological baseline,user_801,event_24047,1,pass,-0.1,0.0,1.0
Chronological baseline,user_801,event_24043,2,request,0.7,1.0,0.0
Chronological baseline,user_801,event_24036,3,join,1.0,1.0,0.0
Chronological baseline,user_801,event_24055,4,request,0.7,0.0,0.0
Chronological baseline,user_802,event_24064,0,request,0.7,1.0,0.0
Chronological baseline,user_802,event_24083,1,pass,-0.1,0.0,0.0
Chronological baseline,user_802,event_24067,2,join,1.0,0.0,1.0
Chronological baseline,user_802,event_24061,3,join,1.0,1.0,0.0
Chronological baseline,user_802,event_24073,4,request,0.7,1.0,0.0
Chronological baseline,user_803,event_24106,0,pass,-0.1,1.0,0.0
Chronological baseline,user_803,event_24093,1,pass,-0.1,0.0,0.0
Chronological baseline,user_803,event_24113,2,pass,-0.1,0.0,0.0
Chronological baseline,user_803,event_24103,3,pass,-0.1,0.0,1.0
Chronological baseline,user_803,event_24109,4,join,1.0,0.0,0.0
Chronological baseline,user_804,event_24143,0,pass,-0.1,0.0,0.0
Chronological baseline,user_804,event_24126,1,pass,-0.1,0.0,0.0
Chronological baseline,user_804,event_24129,2,pass,-0.1,0.0,0.0
Chronological baseline,user_804,event_24127,3,join,1.0,0.0,0.0
Chronological baseline,user_804,event_24145,4,pass,-0.1,0.0,0.0
Chronological baseline,user_805,event_24152,0,join,1.0,0.0,0.0
Chronological baseline,user_805,event_24175,1,pass,-0.1,0.0,0.0
Chronological baseline,user_805,event_24151,2,pass,-0.1,0.0,0.0
Chronological baseline,user_805,event_24166,3,pass,-0.1,0.0,0.0
Chronological baseline,user_805,event_24177,4,pass,-0.1,0.0,0.0
Chronological baseline,user_806,event_24199,0,pass,-0.1,1.0,0.0
Chronological baseline,user_806,event_24188,1,join,1.0,1.0,0.0
Chronological baseline,user_806,event_24180,2,pass,-0.1,0.0,0.0
Chronological baseline,user_806,event_24195,3,pass,-0.1,1.0,0.0
Chronological baseline,user_806,event_24190,4,join,1.0,0.0,1.0
Chronological baseline,user_807,event_24233,0,pass,-0.1,1.0,1.0
Chronological baseline,user_807,event_24230,1,join,1.0,0.0,1.0
Chronological baseline,user_807,event_24234,2,pass,-0.1,1.0,0.0
Chronological baseline,user_807,event_24212,3,pass,-0.1,0.0,0.0
Chronological baseline,user_807,event_24228,4,join,1.0,0.0,0.0
Chronological baseline,user_808,event_24248,0,join,1.0,0.0,0.0
Chronological baseline,user_808,event_24247,1,pass,-0.1,0.0,1.0
Chronological baseline,user_808,event_24253,2,request,0.7,0.0,0.0
Chronological baseline,user_808,event_24265,3,pass,-0.1,0.0,0.0
Chronological baseline,user_808,event_24252,4,join,1.0,0.0,0.0
Chronological baseline,user_809,event_24298,0,join,1.0,1.0,0.0
Chronological baseline,user_809,event_24297,1,request,0.7,1.0,0.0
Chronological baseline,user_809,event_24285,2,join,1.0,0.0,0.0
Chronological baseline,user_809,event_24274,3,request,0.7,1.0,0.0
Chronological baseline,user_809,event_24293,4,request,0.7,0.0,1.0
Chronological baseline,user_810,event_24327,0,join,1.0,0.0,0.0
Chronological baseline,user_810,event_24318,1,join,1.0,1.0,0.0
Chronological baseline,user_810,event_24316,2,pass,-0.1,0.0,0.0
Chronological baseline,user_810,event_24314,3,join,1.0,0.0,0.0
Chronological baseline,user_810,event_24304,4,pass,-0.1,1.0,0.0
Chronological baseline,user_811,event_24337,0,pass,-0.1,0.0,0.0
Chronological baseline,user_811,event_24348,1,pass,-0.1,0.0,0.0
Chronological baseline,user_811,event_24357,2,join,1.0,0.0,0.0
Chronological baseline,user_811,event_24345,3,pass,-0.1,1.0,0.0
Chronological baseline,user_811,event_24346,4,join,1.0,0.0,0.0
Chronological baseline,user_812,event_24362,0,pass,-0.1,0.0,0.0
Chronological baseline,user_812,event_24370,1,pass,-0.1,0.0,0.0
Chronological baseline,user_812,event_24364,2,pass,-0.1,1.0,0.0
Chronological baseline,user_812,event_24388,3,pass,-0.1,1.0,0.0
Chronological baseline,user_812,event_24363,4,request,0.7,0.0,1.0
Chronological baseline,user_813,event_24410,0,join,1.0,0.0,0.0
Chronological baseline,user_813,event_24402,1,join,1.0,0.0,1.0
Chronological baseline,user_813,event_24395,2,request,0.7,0.0,1.0
Chronological baseline,user_813,event_24405,3,pass,-0.1,0.0,0.0
Chronological baseline,user_813,event_24412,4,join,1.0,0.0,0.0
Chronological baseline,user_814,event_24449,0,join,1.0,1.0,0.0
Chronological baseline,user_814,event_24436,1,pass,-0.1,0.0,0.0
Chronological baseline,user_814,event_24431,2,pass,-0.1,0.0,0.0
Chronological baseline,user_814,event_24424,3,pass,-0.1,1.0,0.0
Chronological baseline,user_814,event_24439,4,request,0.7,0.0,0.0
Chronological baseline,user_815,event_24455,0,pass,-0.1,0.0,0.0
Chronological baseline,user_815,event_24454,1,pass,-0.1,0.0,0.0
Chronological baseline,user_815,event_24466,2,join,1.0,0.0,0.0
Chronological baseline,user_815,event_24450,3,pass,-0.1,1.0,0.0
Chronological baseline,user_815,event_24458,4,join,1.0,0.0,0.0
Chronological baseline,user_816,event_24507,0,request,0.7,0.0,0.0
Chronological baseline,user_816,event_24508,1,pass,-0.1,0.0,0.0
Chronological baseline,user_816,event_24483,2,request,0.7,0.0,0.0
Chronological baseline,user_816,event_24486,3,request,0.7,1.0,0.0
Chronological baseline,user_816,event_24503,4,join,1.0,0.0,0.0
Chronological baseline,user_817,event_24534,0,request,0.7,0.0,0.0
Chronological baseline,user_817,event_24524,1,join,1.0,0.0,0.0
Chronological baseline,user_817,event_24522,2,join,1.0,0.0,0.0
Chronological baseline,user_817,event_24518,3,pass,-0.1,0.0,0.0
Chronological baseline,user_817,event_24520,4,join,1.0,0.0,0.0
Chronological baseline,user_818,event_24565,0,pass,-0.1,0.0,0.0
Chronological baseline,user_818,event_24556,1,pass,-0.1,1.0,0.0
Chronological baseline,user_818,event_24564,2,request,0.7,1.0,0.0
Chronological baseline,user_818,event_24543,3,join,1.0,0.0,0.0
Chronological baseline,user_818,event_24560,4,join,1.0,1.0,0.0
Chronological baseline,user_819,event_24594,0,join,1.0,0.0,0.0
Chronological baseline,user_819,event_24590,1,pass,-0.1,0.0,0.0
Chronological baseline,user_819,event_24584,2,pass,-0.1,0.0,0.0
Chronological baseline,user_819,event_24592,3,pass,-0.1,0.0,0.0
Chronological baseline,user_819,event_24588,4,pass,-0.1,0.0,0.0
Chronological baseline,user_820,event_24602,0,join,1.0,1.0,0.0
Chronological baseline,user_820,event_24615,1,pass,-0.1,1.0,0.0
Chronological baseline,user_820,event_24627,2,join,1.0,1.0,0.0
Chronological baseline,user_820,event_24614,3,request,0.7,1.0,0.0
Chronological baseline,user_820,event_24606,4,join,1.0,0.0,0.0
Chronological baseline,user_821,event_24655,0,join,1.0,1.0,0.0
Chronological baseline,user_821,event_24633,1,pass,-0.1,0.0,0.0
Chronological baseline,user_821,event_24630,2,pass,-0.1,0.0,0.0
Chronological baseline,user_821,event_24648,3,pass,-0.1,0.0,0.0
Chronological baseline,user_821,event_24642,4,join,1.0,0.0,0.0
Chronological baseline,user_822,event_24679,0,request,0.7,0.0,0.0
Chronological baseline,user_822,event_24664,1,pass,-0.1,0.0,1.0
Chronological baseline,user_822,event_24685,2,pass,-0.1,1.0,0.0
Chronological baseline,user_822,event_24684,3,join,1.0,1.0,0.0
Chronological baseline,user_822,event_24662,4,pass,-0.1,0.0,0.0
Chronological baseline,user_823,event_24698,0,pass,-0.1,0.0,0.0
Chronological baseline,user_823,event_24700,1,request,0.7,1.0,0.0
Chronological baseline,user_823,event_24706,2,join,1.0,0.0,0.0
Chronological baseline,user_823,event_24703,3,pass,-0.1,0.0,0.0
Chronological baseline,user_823,event_24711,4,pass,-0.1,0.0,0.0
Chronological baseline,user_824,event_24733,0,request,0.7,0.0,1.0
Chronological baseline,user_824,event_24730,1,request,0.7,0.0,0.0
Chronological baseline,user_824,event_24737,2,pass,-0.1,0.0,0.0
Chronological baseline,user_824,event_24721,3,pass,-0.1,0.0,0.0
Chronological baseline,user_824,event_24728,4,join,1.0,0.0,0.0
Chronological baseline,user_825,event_24779,0,join,1.0,0.0,0.0
Chronological baseline,user_825,event_24771,1,request,0.7,1.0,0.0
Chronological baseline,user_825,event_24776,2,pass,-0.1,0.0,0.0
Chronological baseline,user_825,event_24766,3,pass,-0.1,0.0,0.0
Chronological baseline,user_825,event_24772,4,pass,-0.1,0.0,0.0
Chronological baseline,user_826,event_24800,0,pass,-0.1,0.0,0.0
Chronological baseline,user_826,event_24796,1,join,1.0,0.0,0.0
Chronological baseline,user_826,event_24788,2,request,0.7,0.0,1.0
Chronological baseline,user_826,event_24780,3,join,1.0,0.0,1.0
Chronological baseline,user_826,event_24799,4,join,1.0,0.0,0.0
Chronological baseline,user_827,event_24833,0,join,1.0,0.0,0.0
Chronological baseline,user_827,event_24827,1,join,1.0,0.0,0.0
Chronological baseline,user_827,event_24810,2,pass,-0.1,0.0,0.0
Chronological baseline,user_827,event_24816,3,join,1.0,0.0,1.0
Chronological baseline,user_827,event_24834,4,join,1.0,0.0,0.0
Chronological baseline,user_828,event_24849,0,join,1.0,0.0,1.0
Chronological baseline,user_828,event_24848,1,pass,-0.1,0.0,1.0
Chronological baseline,user_828,event_24858,2,join,1.0,1.0,0.0
Chronological baseline,user_828,event_24868,3,request,0.7,0.0,0.0
Chronological baseline,user_828,event_24857,4,pass,-0.1,0.0,0.0
Chronological baseline,user_829,event_24893,0,join,1.0,0.0,1.0
Chronological baseline,user_829,event_24892,1,join,1.0,0.0,0.0
Chronological baseline,user_829,event_24881,2,request,0.7,1.0,1.0
Chronological baseline,user_829,event_24898,3,pass,-0.1,0.0,0.0
Chronological baseline,user_829,event_24885,4,request,0.7,0.0,1.0
Chronological baseline,user_830,event_24907,0,join,1.0,0.0,0.0
Chronological baseline,user_830,event_24924,1,pass,-0.1,1.0,0.0
Chronological baseline,user_830,event_24916,2,pass,-0.1,0.0,0.0
Chronological baseline,user_830,event_24927,3,join,1.0,0.0,0.0
Chronological baseline,user_830,event_24909,4,request,0.7,0.0,0.0
Chronological baseline,user_831,event_24934,0,pass,-0.1,0.0,0.0
Chronological baseline,user_831,event_24932,1,join,1.0,1.0,0.0
Chronological baseline,user_831,event_24935,2,pass,-0.1,0.0,1.0
Chronological baseline,user_831,event_24944,3,join,1.0,0.0,0.0
Chronological baseline,user_831,event_24938,4,join,1.0,0.0,0.0
Chronological baseline,user_832,event_24986,0,pass,-0.1,1.0,0.0
Chronological baseline,user_832,event_24987,1,pass,-0.1,1.0,0.0
Chronological baseline,user_832,event_24974,2,pass,-0.1,0.0,0.0
Chronological baseline,user_832,event_24979,3,join,1.0,1.0,0.0
Chronological baseline,user_832,event_24981,4,pass,-0.1,0.0,0.0
Chronological baseline,user_833,event_25007,0,pass,-0.1,0.0,0.0
Chronological baseline,user_833,event_25018,1,join,1.0,0.0,0.0
Chronological baseline,user_833,event_24990,2,join,1.0,1.0,0.0
Chronological baseline,user_833,event_24998,3,join,1.0,0.0,0.0
Chronological baseline,user_833,event_25011,4,request,0.7,0.0,0.0
Chronological baseline,user_834,event_25033,0,request,0.7,0.0,0.0
Chronological baseline,user_834,event_25032,1,pass,-0.1,0.0,0.0
Chronological baseline,user_834,event_25023,2,pass,-0.1,0.0,0.0
Chronological baseline,user_834,event_25025,3,join,1.0,0.0,0.0
Chronological baseline,user_834,event_25048,4,pass,-0.1,0.0,0.0
Chronological baseline,user_835,event_25056,0,pass,-0.1,0.0,0.0
Chronological baseline,user_835,event_25072,1,request,0.7,0.0,0.0
Chronological baseline,user_835,event_25076,2,pass,-0.1,0.0,0.0
Chronological baseline,user_835,event_25055,3,join,1.0,1.0,0.0
Chronological baseline,user_835,event_25064,4,join,1.0,1.0,0.0
Chronological baseline,user_836,event_25108,0,join,1.0,0.0,0.0
Chronological baseline,user_836,event_25090,1,pass,-0.1,0.0,0.0
Chronological baseline,user_836,event_25093,2,pass,-0.1,0.0,0.0
Chronological baseline,user_836,event_25095,3,join,1.0,0.0,0.0
Chronological baseline,user_836,event_25094,4,pass,-0.1,1.0,0.0
Chronological baseline,user_837,event_25119,0,join,1.0,0.0,0.0
Chronological baseline,user_837,event_25130,1,join,1.0,1.0,1.0
Chronological baseline,user_837,event_25134,2,join,1.0,0.0,0.0
Chronological baseline,user_837,event_25132,3,pass,-0.1,0.0,0.0
Chronological baseline,user_837,event_25135,4,request,0.7,0.0,0.0
Chronological baseline,user_838,event_25145,0,join,1.0,0.0,0.0
Chronological baseline,user_838,event_25158,1,request,0.7,0.0,0.0
Chronological baseline,user_838,event_25163,2,request,0.7,0.0,1.0
Chronological baseline,user_838,event_25157,3,join,1.0,0.0,1.0
Chronological baseline,user_838,event_25141,4,pass,-0.1,0.0,0.0
Chronological baseline,user_839,event_25184,0,pass,-0.1,0.0,0.0
Chronological baseline,user_839,event_25190,1,request,0.7,1.0,0.0
Chronological baseline,user_839,event_25185,2,join,1.0,0.0,0.0
Chronological baseline,user_839,event_25175,3,request,0.7,0.0,0.0
Chronological baseline,user_839,event_25187,4,join,1.0,0.0,1.0
Chronological baseline,user_840,event_25209,0,join,1.0,0.0,0.0
Chronological baseline,user_840,event_25229,1,join,1.0,0.0,0.0
Chronological baseline,user_840,event_25218,2,join,1.0,0.0,0.0
Chronological baseline,user_840,event_25227,3,pass,-0.1,0.0,0.0
Chronological baseline,user_840,event_25201,4,pass,-0.1,0.0,0.0
Chronological baseline,user_841,event_25254,0,request,0.7,1.0,0.0
Chronological baseline,user_841,event_25257,1,pass,-0.1,0.0,0.0
Chronological baseline,user_841,event_25232,2,pass,-0.1,0.0,0.0
Chronological baseline,user_841,event_25251,3,join,1.0,0.0,0.0
Chronological baseline,user_841,event_25256,4,request,0.7,0.0,0.0
Chronological baseline,user_842,event_25266,0,request,0.7,0.0,0.0
Chronological baseline,user_842,event_25264,1,join,1.0,0.0,0.0
Chronological baseline,user_842,event_25260,2,pass,-0.1,0.0,0.0
Chronological baseline,user_842,event_25265,3,request,0.7,1.0,0.0
Chronological baseline,user_842,event_25288,4,join,1.0,0.0,0.0
Chronological baseline,user_843,event_25303,0,pass,-0.1,0.0,0.0
Chronological baseline,user_843,event_25307,1,join,1.0,0.0,0.0
Chronological baseline,user_843,event_25302,2,request,0.7,0.0,1.0
Chronological baseline,user_843,event_25315,3,join,1.0,0.0,0.0
Chronological baseline,user_843,event_25306,4,pass,-0.1,0.0,0.0
Chronological baseline,user_844,event_25338,0,join,1.0,0.0,0.0
Chronological baseline,user_844,event_25326,1,join,1.0,0.0,0.0
Chronological baseline,user_844,event_25322,2,pass,-0.1,1.0,0.0
Chronological baseline,user_844,event_25328,3,request,0.7,0.0,0.0
Chronological baseline,user_844,event_25343,4,pass,-0.1,0.0,0.0
Chronological baseline,user_845,event_25361,0,pass,-0.1,0.0,0.0
Chronological baseline,user_845,event_25373,1,pass,-0.1,0.0,1.0
Chronological baseline,user_845,event_25369,2,pass,-0.1,0.0,0.0
Chronological baseline,user_845,event_25370,3,pass,-0.1,0.0,0.0
Chronological baseline,user_845,event_25360,4,pass,-0.1,1.0,0.0
Chronological baseline,user_846,event_25391,0,join,1.0,0.0,0.0
Chronological baseline,user_846,event_25403,1,pass,-0.1,1.0,0.0
Chronological baseline,user_846,event_25393,2,pass,-0.1,0.0,0.0
Chronological baseline,user_846,event_25396,3,pass,-0.1,0.0,0.0
Chronological baseline,user_846,event_25401,4,pass,-0.1,0.0,0.0
Chronological baseline,user_847,event_25426,0,join,1.0,0.0,0.0
Chronological baseline,user_847,event_25431,1,pass,-0.1,0.0,1.0
Chronological baseline,user_847,event_25434,2,join,1.0,1.0,0.0
Chronological baseline,user_847,event_25411,3,join,1.0,0.0,1.0
Chronological baseline,user_847,event_25429,4,join,1.0,0.0,0.0
Chronological baseline,user_848,event_25456,0,join,1.0,0.0,0.0
Chronological baseline,user_848,event_25445,1,join,1.0,0.0,0.0
Chronological baseline,user_848,event_25462,2,pass,-0.1,0.0,0.0
Chronological baseline,user_848,event_25464,3,join,1.0,0.0,0.0
Chronological baseline,user_848,event_25443,4,pass,-0.1,1.0,0.0
Chronological baseline,user_849,event_25497,0,pass,-0.1,0.0,1.0
Chronological baseline,user_849,event_25480,1,pass,-0.1,0.0,0.0
Chronological baseline,user_849,event_25498,2,join,1.0,0.0,0.0
Chronological baseline,user_849,event_25484,3,pass,-0.1,0.0,0.0
Chronological baseline,user_849,event_25488,4,join,1.0,0.0,0.0
Chronological baseline,user_850,event_25522,0,join,1.0,0.0,0.0
Chronological baseline,user_850,event_25501,1,pass,-0.1,0.0,0.0
Chronological baseline,user_850,event_25520,2,join,1.0,0.0,1.0
Chronological baseline,user_850,event_25526,3,join,1.0,0.0,0.0
Chronological baseline,user_850,event_25525,4,pass,-0.1,0.0,0.0
